YearsExperience,EducationLevel,JobDescription,Salary
17,Bachelor,Project manager with Agile and Scrum expertise,66509
18,PhD,Financial analyst familiar with Excel and financial modeling,109417
8,Bachelor,Software engineer with experience in backend systems,79237
6,PhD,Marketing specialist with SEO and SEM experience,176486
2,Master,Customer support representative with CRM experience,93176
19,PhD,Graphic designer with Adobe Creative Suite proficiency,158633
5,PhD,Graphic designer with Adobe Creative Suite proficiency,109865
20,High School,Software engineer with experience in backend systems,147181
1,PhD,Project manager with Agile and Scrum expertise,92059
5,PhD,Project manager with Agile and Scrum expertise,79150
2,Bachelor,Financial analyst familiar with Excel and financial modeling,118367
15,Master,Project manager with Agile and Scrum expertise,71091
7,Bachelor,Graphic designer with Adobe Creative Suite proficiency,30903
1,Bachelor,Marketing specialist with SEO and SEM experience,84235
16,Master,Graphic designer with Adobe Creative Suite proficiency,85342
8,Master,Full stack developer skilled in React and Node.js,65572
11,PhD,Marketing specialist with SEO and SEM experience,47610
2,PhD,Marketing specialist with SEO and SEM experience,64052
10,High School,Project manager with Agile and Scrum expertise,128993
0,Bachelor,Software engineer with experience in backend systems,117063
12,Master,Project manager with Agile and Scrum expertise,198622
14,PhD,Software engineer with experience in backend systems,190083
4,Master,Software engineer with experience in backend systems,195836
20,PhD,Graphic designer with Adobe Creative Suite proficiency,127540
16,High School,Software engineer with experience in backend systems,83533
5,High School,Customer support representative with CRM experience,185136
20,Master,Data scientist proficient in machine learning and Python,153989
10,High School,Project manager with Agile and Scrum expertise,150388
17,Master,Customer support representative with CRM experience,58702
3,PhD,Marketing specialist with SEO and SEM experience,153482
2,Bachelor,Customer support representative with CRM experience,38631
12,High School,Financial analyst familiar with Excel and financial modeling,117388
8,PhD,Full stack developer skilled in React and Node.js,154798
20,Bachelor,Software engineer with experience in backend systems,100043
5,Bachelor,Project manager with Agile and Scrum expertise,190053
11,Bachelor,Financial analyst familiar with Excel and financial modeling,65764
1,PhD,Project manager with Agile and Scrum expertise,159014
2,PhD,Graphic designer with Adobe Creative Suite proficiency,143076
2,Master,Full stack developer skilled in React and Node.js,129007
11,Bachelor,Financial analyst familiar with Excel and financial modeling,54940
14,Bachelor,Project manager with Agile and Scrum expertise,137418
8,Bachelor,Marketing specialist with SEO and SEM experience,101792
7,Master,Software engineer with experience in backend systems,189504
10,Bachelor,Financial analyst familiar with Excel and financial modeling,38367
15,PhD,Marketing specialist with SEO and SEM experience,141764
3,Bachelor,Software engineer with experience in backend systems,186583
0,High School,Data scientist proficient in machine learning and Python,38573
6,PhD,Marketing specialist with SEO and SEM experience,45582
1,Master,Customer support representative with CRM experience,166450
4,Bachelor,Project manager with Agile and Scrum expertise,95296
6,High School,Graphic designer with Adobe Creative Suite proficiency,174572
3,Master,Software engineer with experience in backend systems,95841
4,Master,Financial analyst familiar with Excel and financial modeling,51881
0,PhD,Full stack developer skilled in React and Node.js,100233
0,Master,Financial analyst familiar with Excel and financial modeling,95285
14,Master,Customer support representative with CRM experience,89547
19,Master,Project manager with Agile and Scrum expertise,168294
18,Master,Customer support representative with CRM experience,37933
9,Bachelor,Financial analyst familiar with Excel and financial modeling,113385
17,Bachelor,Graphic designer with Adobe Creative Suite proficiency,128706
2,Bachelor,Project manager with Agile and Scrum expertise,168012
10,Bachelor,Full stack developer skilled in React and Node.js,114590
14,High School,Software engineer with experience in backend systems,136399
10,Bachelor,Project manager with Agile and Scrum expertise,89145
16,Master,Marketing specialist with SEO and SEM experience,87520
16,Bachelor,Project manager with Agile and Scrum expertise,34544
5,Bachelor,Customer support representative with CRM experience,84812
4,PhD,Customer support representative with CRM experience,149090
7,Master,Customer support representative with CRM experience,129054
1,Bachelor,Full stack developer skilled in React and Node.js,186516
15,Bachelor,Project manager with Agile and Scrum expertise,185861
19,Bachelor,Graphic designer with Adobe Creative Suite proficiency,162689
11,High School,Graphic designer with Adobe Creative Suite proficiency,130834
5,Bachelor,Project manager with Agile and Scrum expertise,164405
0,PhD,Graphic designer with Adobe Creative Suite proficiency,70002
3,Master,Data scientist proficient in machine learning and Python,161583
16,Master,Full stack developer skilled in React and Node.js,142850
12,Bachelor,Software engineer with experience in backend systems,160011
17,Bachelor,Software engineer with experience in backend systems,198922
4,Bachelor,Software engineer with experience in backend systems,151548
2,Master,Software engineer with experience in backend systems,61786
10,Master,Software engineer with experience in backend systems,66244
12,High School,Graphic designer with Adobe Creative Suite proficiency,97261
3,PhD,Financial analyst familiar with Excel and financial modeling,48477
13,High School,Customer support representative with CRM experience,195541
10,PhD,Full stack developer skilled in React and Node.js,38496
9,High School,Financial analyst familiar with Excel and financial modeling,150522
18,Master,Full stack developer skilled in React and Node.js,173342
17,High School,Data scientist proficient in machine learning and Python,50724
5,PhD,Project manager with Agile and Scrum expertise,60416
14,Bachelor,Marketing specialist with SEO and SEM experience,65575
20,PhD,Customer support representative with CRM experience,106614
9,Bachelor,Data scientist proficient in machine learning and Python,123566
4,Master,Financial analyst familiar with Excel and financial modeling,178480
4,PhD,Marketing specialist with SEO and SEM experience,157192
9,High School,Project manager with Agile and Scrum expertise,49359
4,PhD,Data scientist proficient in machine learning and Python,169770
2,Bachelor,Project manager with Agile and Scrum expertise,73634
5,Master,Project manager with Agile and Scrum expertise,147255
3,High School,Graphic designer with Adobe Creative Suite proficiency,72864
17,PhD,Full stack developer skilled in React and Node.js,124482
8,Bachelor,Marketing specialist with SEO and SEM experience,67355
16,High School,Full stack developer skilled in React and Node.js,67690
12,Master,Project manager with Agile and Scrum expertise,198886
14,High School,Graphic designer with Adobe Creative Suite proficiency,192717
19,Master,Data scientist proficient in machine learning and Python,86630
16,High School,Project manager with Agile and Scrum expertise,51658
12,PhD,Financial analyst familiar with Excel and financial modeling,45797
15,Bachelor,Project manager with Agile and Scrum expertise,88799
3,PhD,Full stack developer skilled in React and Node.js,148301
